pos,neg,neu,compound,Emotion,Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude,Selected,Selected (1)
0.0,0.0,1.0,0.0,Joy,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 | Leonid Kravtchouk, le premier président de l’Ukraine indépendante, est mort https://t.co/43rgbBAgkQ",2022-05-10 18:45:23,fr,,17.0,6.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 | L’Ukraine annonce la mort de la journaliste et blogueuse Oksana Haïdaï
 https://t.co/SSM947gCzV",2022-05-10 15:07:48,fr,,13.0,10.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 | 

Plus de 8 millions de déplacés en Ukraine au 3 mai, selon l’ONU
https://t.co/Yd2ZSpsBbi",2022-05-10 13:08:46,fr,,13.0,10.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"Du Sri Lanka au Pérou, la pandémie et la guerre en Ukraine dévastent les économies émergentes https://t.co/3srz9lcTgj",2022-05-10 11:54:12,fr,,38.0,21.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 |
« Chaque mort civile est une tragédie », a déclaré la cheffe de la mission de surveillance des droits de l’homme des Nations unies en Ukraine.
https://t.co/WuvB8QxZ6w",2022-05-10 11:41:42,fr,,20.0,5.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 |
Le point par carte sur l’évolution de l’invasion russe de l’Ukraine 👇
https://t.co/ueWtpik2w4",2022-05-10 10:41:28,fr,,8.0,2.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"Célébrations du #9-Mai à Chisinau : la démonstration de force des prorusses, pour qui le conflit en Ukraine « n’est pas une guerre, c’est une lutte contre le fascisme » | par @mandraud
https://t.co/NbaJkhhBbq",2022-05-10 10:17:12,fr,,20.0,5.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 |
« Plus d’un millier » de militaires ukrainiens, dont « des centaines de blessés », se trouvent toujours dans l’aciérie Azovstal assiégée par les troupes russes, à Marioupol, dans le sud-est de l’Ukraine.
https://t.co/aSvmiEm7La",2022-05-10 09:57:24,fr,,14.0,4.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"Dans les pays émergents, des années de développement sacrifiées par la pandémie et la guerre en Ukraine : depuis 2020, 90 millions de personnes sont tombées dans l’extrême pauvreté | par @jubouissou
https://t.co/dsPvUCOwoX",2022-05-10 08:34:42,fr,,27.0,14.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"9-Mai : le président Zelensky fait le lien entre la victoire sur le nazisme, la guerre en Ukraine et l’avenir de l’Europe | par @RemyOurdan
https://t.co/mvzkDBh6dg",2022-05-10 07:50:12,fr,,22.0,5.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"A Vienne, invectives et nationalisme aux commémorations du 9-Mai : plusieurs centaines de Russes se sont rassemblés dans la capitale autrichienne pour soutenir la guerre contre l’Ukraine | par @jbchastand
https://t.co/sR2lF3285W",2022-05-10 07:24:14,fr,,15.0,9.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,RT @louis_imbert: Pays émergents : des années de développement sacrifiées par la pandémie et la guerre en Ukraine – via @LaMatinale_M  http…,2022-05-10 07:15:10,fr,,0.0,6.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 |
L’Ukraine appelle à l’aide pour débloquer les ports et prévenir la crise alimentaire mondiale
https://t.co/ZK7PSG0oeB",2022-05-10 07:04:37,fr,,9.0,16.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"𝐄𝐍 𝐃𝐈𝐑𝐄𝐂𝐓 𝐔𝐊𝐑𝐀𝐈𝐍𝐄 |
Bienvenue dans ce nouveau direct consacré à la guerre en Ukraine. Ce qu’il faut savoir ce matin 👇
https://t.co/EGBSXy9woZ",2022-05-10 05:01:31,fr,,160.0,50.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,LIVE UKRAINE | L’effet des sanctions se fait sentir sur l’armement russe https://t.co/2xjotVUykF,2022-05-09 18:06:24,fr,,12.0,8.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE | La visite de Charles Michel dans la ville portuaire d’Odessa a été perturbée par des tirs de missiles russes. Le premier ministre ukrainien, Denys Chmyhal, a publié une photo des deux hommes dans un abri https://t.co/LpmhpL04sQ",2022-05-09 17:29:50,fr,,15.0,7.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE | Réunion spéciale jeudi du Conseil des droits de l’homme, à la demande de Kiev https://t.co/AL9Lj6zqWv",2022-05-09 16:34:21,fr,,13.0,6.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,Guerre en Ukraine : l’inavouable euphorie de Washington vis-à-vis de Moscou https://t.co/AaFyEiWqAG,2022-05-09 15:51:55,fr,,20.0,14.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE | Pour la seule ville de Moscou, ce sont des dizaines, voire des centaines de milliers de personnes qui ont défilé dans le cadre du « régiment immortel », qui honore la mémoire des anciens combattants de la seconde guerre mondiale. https://t.co/6CK6z7UyJq",2022-05-09 15:22:42,fr,,20.0,4.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,LIVE UKRAINE | Embargo pétrolier : Ursula von der Leyen en Hongrie ce lundi pour rencontrer Viktor Orban https://t.co/ttWkCKbw7Z,2022-05-09 15:20:31,fr,,15.0,6.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,Emmanuel Macron a douché les espoirs des partisans d’une entrée rapide de l’Ukraine dans l’Union européenne (UE). https://t.co/ZASuDR5TVe,2022-05-09 14:55:33,fr,,12.0,6.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,"LIVE UKRAINE | Le Kremlin « n’arrivera jamais » à « supprimer votre esprit de liberté », dit Charles Michel aux Ukrainiens à Odessa https://t.co/78zjcsJ4uA",2022-05-09 14:19:11,fr,,18.0,9.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.068,0.0,0.932,0.2732,Joy,@lemondefr,"LIVE UKRAINE | En visite surprise à Odessa, jusqu’ici relativement épargné par la guerre, le président du Conseil européen Charles Michel a été forcé de s’abriter en raison de frappes de missiles https://t.co/EBuHp84zNe",2022-05-09 14:07:13,fr,,5.0,8.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |

« Je suis soviétique, et même si l’URSS n’existe plus, je reste une enfant soviétique, même si je vis en Allemagne depuis plus de vingt ans ». A Berlin, plusieurs centaines de personnes réunies pour les commémorations du 9-Mai https://t.co/TIimNEQaFf",2022-05-09 13:10:27,fr,,18.0,4.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE | Ce 9 mai, des milliers de personnes ont défilé à Chisinau, en Moldavie, pour la commémoration de la victoire soviétique de 1945. Un rassemblement massif, à l’échelle de ce petit pays d’Europe orientale de moins de trois millions d’habitants https://t.co/VeKvcVSEsS",2022-05-09 12:42:53,fr,,12.0,4.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,"RT @lemonde_pol: 𝐋𝐈𝐕𝐄 | Pour Emmanuel Macron, l’Ukraine ne peut pas devenir membre de l’Union avant « plusieurs décennies »
https://t.co/rb…",2022-05-09 12:34:23,fr,,0.0,11.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.193,0.0,0.807,0.4767,Joy,@lemondefr,"LIVE UKRAINE |

Emmanuel Macron se dit favorable à une modification des traités de l’UE

https://t.co/qesaObeEGz",2022-05-09 12:26:50,fr,,13.0,7.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,"LIVE UKRAINE |

Emmanuel Macron défend la souveraineté et l’unité de l’Europe face aux parlementaires européens https://t.co/3Li8LqHP0c",2022-05-09 12:19:08,fr,,15.0,7.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,"LIVE UKRAINE |
Il n’y a pas eu de défilé militaire russe à Marioupol mais un défilé civil
https://t.co/aC0KqzSLtD",2022-05-09 11:51:54,fr,,13.0,5.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
Bruxelles rendra son « avis » en juin sur la candidature de l’Ukraine à l’Union européenne
https://t.co/yss9tz4SA7",2022-05-09 11:17:26,fr,,18.0,7.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"Mykola Riabchuk, directeur de recherche à l’Académie des sciences d’Ukraine : « L’Occident est bien plus influencé par l’impérialisme russe qu’il ne l’admet » | par @MOB238
https://t.co/pLGACZ2Chv",2022-05-09 10:56:24,fr,,30.0,12.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"Vidéo. Au cours de son traditionnel discours du 9-Mai, journée célébrant la victoire du régime soviétique sur les nazis pendant la seconde guerre mondiale, Vladimir Poutine justifie une guerre « préventive » contre l’Ukraine 
https://t.co/huzfLWGEwr",2022-05-09 10:36:12,fr,,49.0,14.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"LIVE UKRAINE |
Le discours de Vladimir Poutine en vidéo 👇
https://t.co/79qFgzDabc",2022-05-09 10:24:08,fr,,17.0,3.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
Le ministre de la défense britannique estime que les généraux russes « devraient être traduits devant une cour martiale » pour leurs actes en Ukraine
https://t.co/QrDzhVt3SL",2022-05-09 10:01:39,fr,,27.0,8.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
La Russie se défend, affirme Vladimir Poutine, célébrant la défaite nazie de 1945
https://t.co/dJJbrDc06U",2022-05-09 09:46:52,fr,,15.0,7.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"En Lettonie, le conflit en Ukraine ravive la guerre des mémoires entre russophones et lettophones | par @allankaval
https://t.co/a7DwAk8HPr",2022-05-09 09:39:44,fr,,12.0,5.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.071,0.929,-0.4588,Joy,@lemondefr,"Vladimir Poutine, un chef de plus en plus isolé 

Le président russe a justifié une nouvelle fois le déclenchement de son offensive en Ukraine et accusé les Occidentaux de vouloir « annuler les valeurs millénaires de la Russie ». | par @benvtk 
https://t.co/z8kX1XVwmV",2022-05-09 09:34:06,fr,,77.0,29.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
François Hollande estime qu’Emmanuel Macron doit se rendre à Kiev
https://t.co/ArbMCKS2W8",2022-05-09 08:47:36,fr,,15.0,4.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
Le défilé militaire à Moscou touche à sa fin
https://t.co/2XPqkcElFU",2022-05-09 08:23:39,fr,,9.0,3.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"Ukraine : les Etats-Unis gagnés par l’euphorie d’une guerre sous-traitée contre la Russie | par @piosmo
https://t.co/Np8x5UwjXJ",2022-05-09 08:19:09,fr,,26.0,8.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
« Personne n’a déclaré la guerre à personne », affirme Alexander Makogonov, porte-parole de l’ambassade de Russie en France
https://t.co/NczOLa4OoL",2022-05-09 08:01:25,fr,,12.0,5.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
Le point sur la situation en carte ⤵
https://t.co/2AutwC2UZC https://t.co/GnSerdZCGU",2022-05-09 07:46:55,fr,,39.0,16.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.156,0.0,0.844,0.34,Fear,@lemondefr,"🔴 LIVE UKRAINE |
Vladimir Poutine assure que l’armée russe défend « la patrie » en Ukraine
https://t.co/6yR9OOwPV2",2022-05-09 07:36:32,fr,,15.0,1.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
« Nous allons gagner maintenant », a déclaré le président ukrainien, Volodymyr Zelensky
https://t.co/xFmHnzAWNS",2022-05-09 07:13:38,fr,,11.0,7.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,"LIVE UKRAINE |
Il existe une « forte probabilité de frappes de missiles » russes dans le pays, selon l’armée ukrainienne
https://t.co/BdrRmmGFAl",2022-05-09 06:28:26,fr,,8.0,9.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
« Le stock de munitions à guidage de précision de la Russie a probablement été fortement épuisé », estime le ministère britannique de la défense
https://t.co/txcdOElyHh",2022-05-09 05:57:34,fr,,22.0,6.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,"En Ukraine, une commémoration du 8-Mai « dans les ténèbres », selon le président Zelensky | par @RemyOurdan
https://t.co/t2Fr8YPW4b",2022-05-09 05:35:05,fr,,21.0,8.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Fear,@lemondefr,"LIVE UKRAINE |
La saisie du superyacht d’un oligarque russe suspendue dans les îles Fidji
https://t.co/wSIZo77H2a",2022-05-09 05:19:01,fr,,15.0,5.0,@lemondefr,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Joy,@lemondefr,"LIVE UKRAINE |
Bienvenue dans ce nouveau direct consacré à la guerre en Ukraine.
Le point sur la situation à 6 h 30 👇
https://t.co/5wnEArkkqW",2022-05-09 05:10:49,fr,,163.0,48.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,Guerre en Ukraine : les pays du G7 s’engagent à arrêter d’importer « progressivement » du pétrole russe https://t.co/fUm0LodEAt,2022-05-08 16:15:39,fr,,92.0,44.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,L’Union européenne face à ses vulnérabilités révélées par la guerre en Ukraine https://t.co/8II1DmMhD5,2022-05-08 15:24:34,fr,,34.0,19.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,8-Mai : Emmanuel Macron préside une cérémonie marquée par la guerre en Ukraine https://t.co/ceSGzdKsr7,2022-05-08 12:59:38,fr,,102.0,19.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Surprise,@lemondefr,Guerre en Ukraine : soixante personnes portées disparues à la suite du bombardement d’une école https://t.co/AvPYNq2hCW,2022-05-08 09:36:21,fr,,52.0,35.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
0.0,0.0,1.0,0.0,Disgust,@lemondefr,"Dans le fief breton d’Yves Rocher, silence et embarras sur la guerre en Ukraine et le maintien du groupe de cosmétiques en Russie  https://t.co/bGRHmWUaxl",2022-05-08 07:29:46,fr,,85.0,62.0,,Le Monde,L'actualité de référence par la rédaction du Monde | Piloté par @charlotteherzog @gregorbrandy & @PBerhouet 📣 #Présidentielle2022 👉 @lemonde_pol,401649.0,1715.0,651.0,10121755.0,37762.0,True,,,No,No
